ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,split,participant_id,verb_key,noun_key,verb_category,noun_category,hands,n_verbs,n_nouns,seg_dur_s
P09-20240623-154547-19,HD-EPIC,HD-EPIC,clip-narration,Using my left hand to place the tea towel back on the rack so that it can dry while holding the mug of tea in my right hand.,using my left hand to place the tea towel back on the rack so that it can dry while holding the mug of tea in my right hand.,27.91,28.79,P09-20240623-154547,place,tea towel,full,P09,put,towel,leave,materials,"left hand, right hand",2,3,0.88
P09-20240624-160737-12,HD-EPIC,HD-EPIC,clip-narration,Drying both my hands on the napkin.,drying both my hands on the napkin.,17.03,17.35,P09-20240624-160737,dry,napkin,full,P09,dry,hand,clean,hand,both hands,1,1,0.32
P09-20240624-160737-142,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to return the black bowl of onion on top the cupboard.,using my right hand to return the black bowl of onion on top the cupboard.,250.99,253.75,P09-20240624-160737,return,black bowl of onion,full,P09,put,bowl,leave,crockery,right hand,1,2,2.76
P09-20240624-160737-178,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to thread the skewer in my left hand.,using my right hand to thread the skewer in my left hand.,402.73,415.62,P09-20240624-160737,thread,skewer,full,P09,attach,salmon,merge,meat and substitute,"right hand, left hand",1,1,12.89
P09-20240624-160737-245,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to place the roll of baking parchment in its packet.,using my right hand to place the roll of baking parchment in its packet.,592.28,593.08,P09-20240624-160737,place,roll of baking parchment,full,P09,put,roll,leave,baked goods and grains,right hand,1,2,0.8
P09-20240624-160737-372,HD-EPIC,HD-EPIC,clip-narration,lifting up the bag of potatoes using my right hand,lifting up the bag of potatoes using my right hand,840.84,842.89,P09-20240624-160737,lift up,bag of potatoes,full,P09,lift,bag,retrieve,containers,right hand,1,1,2.05
P09-20240624-160737-413,HD-EPIC,HD-EPIC,clip-narration,rummaging through the spice basket using both my hands.,rummaging through the spice basket using both my hands.,930.364895,938.71847,P09-20240624-160737,rummage through,spice basket,full,P09,search,spice,monitor,spices and herbs and sauces,both hands,1,1,8.354
P09-20240624-160737-432,HD-EPIC,HD-EPIC,clip-narration,using my left hand to pick up a spice bottle from the counter surface while holding a teaspoon in my right hand.,using my left hand to pick up a spice bottle from the counter surface while holding a teaspoon in my right hand.,1010.6,1011.16,P09-20240624-160737,pick up,spice bottle,full,P09,take,bottle,retrieve,containers,"left hand, right hand",2,3,0.56
P09-20240624-160737-44,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to open the fridge.,using my right hand to open the fridge.,65.44,67.54,P09-20240624-160737,open,fridge,full,P09,open,fridge,access,appliances,right hand,1,1,2.1
P09-20240624-160737-607,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to pick up the napkin from the counter surface.,using my right hand to pick up the napkin from the counter surface.,1574.39,1575.11,P09-20240624-160737,pick up,napkin,full,P09,take,napkin,retrieve,materials,right hand,1,2,0.72
P09-20240624-160737-689,HD-EPIC,HD-EPIC,clip-narration,Retrieving the saucepan from the cardboard using my left hand.,retrieving the saucepan from the cardboard using my left hand.,1827.99,1829.14,P09-20240624-160737,retrieve,saucepan,full,P09,take,pan,retrieve,cookware,left hand,1,2,1.15
P09-20240624-160737-694,HD-EPIC,HD-EPIC,clip-narration,placing the saucepan on the hob using my right hand.,placing the saucepan on the hob using my right hand.,1835.01,1835.59,P09-20240624-160737,place,saucepan,full,P09,put,pan,leave,cookware,right hand,1,2,0.58
P09-20240624-160737-800,HD-EPIC,HD-EPIC,clip-narration,rinsing the utensils under the running tap using both my hands,rinsing the utensils under the running tap using both my hands,2043.12,2045.31,P09-20240624-160737,rinse,utensils,full,P09,wash,utensil,clean,utensils,both hands,1,2,2.19
P09-20240624-160737-825,HD-EPIC,HD-EPIC,clip-narration,placing the sponge on the counter surface using my right hand while holding the ceramic mug in my left hand.,placing the sponge on the counter surface using my right hand while holding the ceramic mug in my left hand.,2095.95,2096.15,P09-20240624-160737,place,sponge,full,P09,put,sponge,leave,cleaning equipment and material,"right hand, left hand",2,3,0.2
P09-20240624-165332-11,HD-EPIC,HD-EPIC,clip-narration,Closing the oven door using my left hand.,closing the oven door using my left hand.,18.26,19.62,P09-20240624-165332,close,oven door,full,P09,close,cupboard,block,storage,left hand,1,1,1.36
P09-20240624-165332-159,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to unstick the oven gloves from the kebab skewer.,using my right hand to unstick the oven gloves from the kebab skewer.,355.38,361.8,P09-20240624-165332,unstick,oven gloves,full,P09,unroll,oven,access,appliances,right hand,1,2,6.42
P09-20240624-165332-432,HD-EPIC,HD-EPIC,clip-narration,Folding the napkin in both my hands.,folding the napkin in both my hands.,1077.53,1080.84,P09-20240624-165332,fold,napkin,full,P09,fold,napkin,order,materials,both hands,1,1,3.31
P09-20240624-165332-482,HD-EPIC,HD-EPIC,clip-narration,squeezing out excess water from the sponge in my right hand so that I can clean the hob.,squeezing out excess water from the sponge in my right hand so that i can clean the hob.,1163.29,1164.74,P09-20240624-165332,squeeze out,excess water,full,P09,squeeze,water,manipulate,drinks,right hand,1,3,1.45
P09-20240624-165332-515,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to pick up the tea bag from on top the jar of sugar.,using my right hand to pick up the tea bag from on top the jar of sugar.,1259.73,1260.15,P09-20240624-165332,pick up,tea bag,full,P09,take,bag,retrieve,containers,right hand,1,2,0.42
P09-20240624-165332-583,HD-EPIC,HD-EPIC,clip-narration,using my left hand to open the fridge so that i can place the bottle of milk in,using my left hand to open the fridge so that i can place the bottle of milk in,1378.75,1380.02,P09-20240624-165332,open,fridge,full,P09,open,fridge,access,appliances,left hand,1,2,1.27
P09-20240624-165332-600,HD-EPIC,HD-EPIC,clip-narration,Using my left hand to pick up the cup of tea from the counter surface.,using my left hand to pick up the cup of tea from the counter surface.,1409.5,1411.79,P09-20240624-165332,pick up,cup of tea,full,P09,take,cup,retrieve,crockery,left hand,1,2,2.29
P09-20240624-165332-602,HD-EPIC,HD-EPIC,clip-narration,walking across the room with the plate of food in my right hand and cup of tea in my left hand so that I can place them on the counter.,walking across the room with the plate of food in my right hand and cup of tea in my left hand so that i can place them on the counter.,1413.39,1416.34,P09-20240624-165332,walk across,room,full,P09,transition,wall,transition,furniture,"right hand, left hand",1,5,2.95
