ann_id,annotation_type,stream,text,text_zh,t_start,t_end,clip_id,verb,noun,verb_category,work,source_dataset,split,text_clean,seg_dur_s
recipe:scene_02__A004++seq__352c9c1998b2e922f92c__2023-05-07-18-34-12:0,task-instruction,recipe_step,Close the laptop lid and remove the power supply of the laptop.,,,,scene_02__A004++seq__352c9c1998b2e922f92c__2023-05-07-18-34-12,close,lid,access,OakInk2,OakInk2,full,close the laptop lid and remove the power supply of the laptop.,
recipe:scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10:2,task-instruction,recipe_step,The mouse is used to control the laptop in a well-lit environment for working.,,,,scene_02__A004++seq__b4b28ce5e8b2ee9ca061__2023-05-07-18-38-10,the,used,manipulate,OakInk2,OakInk2,full,the mouse is used to control the laptop in a well-lit environment for working.,
recipe:scene_02__A004++seq__c8fd4cf964f09bc29f0f__2023-05-07-19-30-16:1,task-instruction,recipe_step,The plastic flower is placed into the vase as a sample.,,,,scene_02__A004++seq__c8fd4cf964f09bc29f0f__2023-05-07-19-30-16,the,placed,manipulate,OakInk2,OakInk2,full,the plastic flower is placed into the vase as a sample.,
recipe:scene_02__A004++seq__ce34397dc4962c9ad138__2023-05-07-19-57-53:3,task-instruction,recipe_step,Bind the sheets of paper with text into a document with the stapler.,,,,scene_02__A004++seq__ce34397dc4962c9ad138__2023-05-07-19-57-53,bind,sheets,manipulate,OakInk2,OakInk2,full,bind the sheets of paper with text into a document with the stapler.,
recipe:scene_02__A005++seq__1bf8be52b72e59d716e9__2023-04-25-20-42-33:1,task-instruction,recipe_step,The laptop lid is opened.,,,,scene_02__A005++seq__1bf8be52b72e59d716e9__2023-04-25-20-42-33,the,opened,manipulate,OakInk2,OakInk2,full,the laptop lid is opened.,
recipe:scene_02__A005++seq__5e99cda328f2ad6eb66f__2023-04-25-18-52-10:2,task-instruction,recipe_step,The lamp is turned off after the tidying is done and the power supply of the lamp is removed.,,,,scene_02__A005++seq__5e99cda328f2ad6eb66f__2023-04-25-18-52-10,the,turned,manipulate,OakInk2,OakInk2,full,the lamp is turned off after the tidying is done and the power supply of the lamp is removed.,
recipe:scene_02__A005++seq__7e62ca93ce2c772e1229__2023-04-25-19-09-36:1,task-instruction,recipe_step,The sheets of paper with text are stapled into a document with the stapler.,,,,scene_02__A005++seq__7e62ca93ce2c772e1229__2023-04-25-19-09-36,the,sheets,manipulate,OakInk2,OakInk2,full,the sheets of paper with text are stapled into a document with the stapler.,
recipe:scene_02__A005++seq__a5d2c553db85848395c8__2023-04-25-18-31-48:0,task-instruction,recipe_step,The laptop lid is opened and the laptop is powered.,,,,scene_02__A005++seq__a5d2c553db85848395c8__2023-04-25-18-31-48,the,opened,manipulate,OakInk2,OakInk2,full,the laptop lid is opened and the laptop is powered.,
recipe:scene_02__A007++seq__47e95cffd68d298d0676__2023-05-15-18-41-34:0,task-instruction,recipe_step,The gamecontroler is stored inside the box.,,,,scene_02__A007++seq__47e95cffd68d298d0676__2023-05-15-18-41-34,the,stored,manipulate,OakInk2,OakInk2,full,the gamecontroler is stored inside the box.,
recipe:scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21:2,task-instruction,recipe_step,The paper with the drawn shape is bound together into album with the stapler.,,,,scene_02__A007++seq__4e42c78633df66b314f2__2023-05-15-19-33-21,the,paper,manipulate,OakInk2,OakInk2,full,the paper with the drawn shape is bound together into album with the stapler.,
recipe:scene_02__A007++seq__59796d68e1187324f398__2023-05-15-18-51-04:0,task-instruction,recipe_step,"The whiteboard, the whiteboard pen and the whiteboard eraser are all stored inside the box.",,,,scene_02__A007++seq__59796d68e1187324f398__2023-05-15-18-51-04,the,pen,manipulate,OakInk2,OakInk2,full,"the whiteboard, the whiteboard pen and the whiteboard eraser are all stored inside the box.",
recipe:scene_02__A007++seq__87c3c230a6020d994fe6__2023-05-15-18-59-33:3,task-instruction,recipe_step,The lamp is turned off and its power supply is removed.,,,,scene_02__A007++seq__87c3c230a6020d994fe6__2023-05-15-18-59-33,the,turned,manipulate,OakInk2,OakInk2,full,the lamp is turned off and its power supply is removed.,
recipe:scene_02__A007++seq__9bb1738583a36e74130e__2023-05-15-19-05-51:1,task-instruction,recipe_step,The paper is sheared into two halves and the two paper pieces are bound together under the lamp's lighting.,,,,scene_02__A007++seq__9bb1738583a36e74130e__2023-05-15-19-05-51,the,sheared,manipulate,OakInk2,OakInk2,full,the paper is sheared into two halves and the two paper pieces are bound together under the lamp's lighting.,
recipe:scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07:1,task-instruction,recipe_step,Experiment substance A is heated in the test tube with the test tube holder to generate experiment substance B.,,,,scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07,experiment,heated,manipulate,OakInk2,OakInk2,full,experiment substance a is heated in the test tube with the test tube holder to generate experiment substance b.,
recipe:scene_03__A004++seq__9523ffa206757aa7c07c__2023-04-26-18-34-29:0,task-instruction,recipe_step,Experiment substance is heated while stiring to generate solution B.,,,,scene_03__A004++seq__9523ffa206757aa7c07c__2023-04-26-18-34-29,experiment,stiring,manipulate,OakInk2,OakInk2,full,experiment substance is heated while stiring to generate solution b.,
recipe:scene_03__A004++seq__db0a0f81cabbdbbcecfc__2023-04-26-19-44-56:2,task-instruction,recipe_step,Experiment substance B is mixed back into experiment substance A and the mixture of experiment substance A and B is stirred to generate experiment substance C.,,,,scene_03__A004++seq__db0a0f81cabbdbbcecfc__2023-04-26-19-44-56,experiment,back,manipulate,OakInk2,OakInk2,full,experiment substance b is mixed back into experiment substance a and the mixture of experiment substance a and b is stirred to generate experiment substance c.,
recipe:scene_03__A004++seq__facbce031fe123b84569__2023-04-26-18-25-35:0,task-instruction,recipe_step,Experiment substance A is shaked and transfered into the test tube.,,,,scene_03__A004++seq__facbce031fe123b84569__2023-04-26-18-25-35,experiment,shaked,manipulate,OakInk2,OakInk2,full,experiment substance a is shaked and transfered into the test tube.,
recipe:scene_03__A007++seq__1c03f4a45689cf1478c5__2023-04-21-09-40-51:1,task-instruction,recipe_step,Experiment substance A is heated in the beaker while stirring to generate solution B.,,,,scene_03__A007++seq__1c03f4a45689cf1478c5__2023-04-21-09-40-51,experiment,heated,manipulate,OakInk2,OakInk2,full,experiment substance a is heated in the beaker while stirring to generate solution b.,
recipe:scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31:1,task-instruction,recipe_step,"Experiment substance A is heated within the test tube, and then mixed into experiment substance B in the beaker to generate experiment substance C.",,,,scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31,experiment,tube,manipulate,OakInk2,OakInk2,full,"experiment substance a is heated within the test tube, and then mixed into experiment substance b in the beaker to generate experiment substance c.",
recipe:scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31:3,task-instruction,recipe_step,The containers are secure sealed after solution preparation.,,,,scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31,the,preparation,manipulate,OakInk2,OakInk2,full,the containers are secure sealed after solution preparation.,
recipe:scene_03__A007++seq__cffb94f7d9de086d3604__2023-04-20-15-33-14:0,task-instruction,recipe_step,Experiment substance A is stirred to mix up and then transferred to the test tube.,,,,scene_03__A007++seq__cffb94f7d9de086d3604__2023-04-20-15-33-14,experiment,stirred,manipulate,OakInk2,OakInk2,full,experiment substance a is stirred to mix up and then transferred to the test tube.,
recipe:scene_03__A007++seq__d4caf5e54f1c91438b57__2023-05-15-20-39-39:1,task-instruction,recipe_step,"Divide experiment substance C into three portions, and while stirring gradually add each portion into solution D to obtain solution E.",,,,scene_03__A007++seq__d4caf5e54f1c91438b57__2023-05-15-20-39-39,divide,c,split,OakInk2,OakInk2,full,"divide experiment substance c into three portions, and while stirring gradually add each portion into solution d to obtain solution e.",
task:scene_01__A001/seq__0b3d183d6b2e90eefd66__2023-04-27-20-38-16,task-instruction,complex_task,Weigh something with scale by pouring it into the bowl.,,,,scene_01__A001/seq__0b3d183d6b2e90eefd66__2023-04-27-20-38-16,weigh,something,manipulate,OakInk2,OakInk2,full,weigh something with scale by pouring it into the bowl.,
task:scene_01__A001/seq__7b59fe2ad75bfac282b2__2023-04-27-18-37-44,task-instruction,complex_task,Unscrew the bottle.,,,,scene_01__A001/seq__7b59fe2ad75bfac282b2__2023-04-27-18-37-44,unscrew,bottle,manipulate,OakInk2,OakInk2,full,unscrew the bottle.,
task:scene_01__A001/seq__7b8bfa2d60ad55249cd8__2023-04-27-19-13-45,task-instruction,complex_task,Wipe the plate.,,,,scene_01__A001/seq__7b8bfa2d60ad55249cd8__2023-04-27-19-13-45,wipe,plate,clean,OakInk2,OakInk2,full,wipe the plate.,
task:scene_01__A003/seq__073013b056465055373f__2023-04-18-09-53-09,task-instruction,complex_task,Assemble the donut onto the bread and place tablewares.,,,,scene_01__A003/seq__073013b056465055373f__2023-04-18-09-53-09,assemble,donut,merge,OakInk2,OakInk2,full,assemble the donut onto the bread and place tablewares.,
task:scene_01__A003/seq__22db0324e00df1d6d725__2023-04-15-10-10-58,task-instruction,complex_task,Wipe the plate.,,,,scene_01__A003/seq__22db0324e00df1d6d725__2023-04-15-10-10-58,wipe,plate,clean,OakInk2,OakInk2,full,wipe the plate.,
task:scene_01__A003/seq__31218648456a55218293__2023-04-15-11-06-48,task-instruction,complex_task,Make a baked sandwich with a filling of donut and salt.,,,,scene_01__A003/seq__31218648456a55218293__2023-04-15-11-06-48,make,sandwich,manipulate,OakInk2,OakInk2,full,make a baked sandwich with a filling of donut and salt.,
task:scene_01__A003/seq__402490af21c1e522967a__2023-04-15-10-05-56,task-instruction,complex_task,Weigh something with scale by gripping it into the mug.,,,,scene_01__A003/seq__402490af21c1e522967a__2023-04-15-10-05-56,weigh,something,manipulate,OakInk2,OakInk2,full,weigh something with scale by gripping it into the mug.,
task:scene_01__A003/seq__537f3c2c80b34e0903d5__2023-04-16-09-55-43,task-instruction,complex_task,Scoop something into the bowl and scrape it out of the bowl.,,,,scene_01__A003/seq__537f3c2c80b34e0903d5__2023-04-16-09-55-43,scoop,something,retrieve,OakInk2,OakInk2,full,scoop something into the bowl and scrape it out of the bowl.,
task:scene_01__A003/seq__716692d2a096271f0219__2023-04-15-09-50-17,task-instruction,complex_task,Grip something into the mug.,,,,scene_01__A003/seq__716692d2a096271f0219__2023-04-15-09-50-17,grip,something,retrieve,OakInk2,OakInk2,full,grip something into the mug.,
task:scene_01__A003/seq__87b7e399b0795bc70a00__2023-04-15-09-33-40,task-instruction,complex_task,Unscrew the bottle.,,,,scene_01__A003/seq__87b7e399b0795bc70a00__2023-04-15-09-33-40,unscrew,bottle,manipulate,OakInk2,OakInk2,full,unscrew the bottle.,
task:scene_01__A003/seq__9b00499d20173000984b__2023-04-18-09-29-31,task-instruction,complex_task,Weigh something with scale by gripping it into the plate.,,,,scene_01__A003/seq__9b00499d20173000984b__2023-04-18-09-29-31,weigh,something,manipulate,OakInk2,OakInk2,full,weigh something with scale by gripping it into the plate.,
task:scene_01__A003/seq__9b728ad5953bf2f06798__2023-04-16-09-33-47,task-instruction,complex_task,Spread something on the bread with the spoon.,,,,scene_01__A003/seq__9b728ad5953bf2f06798__2023-04-16-09-33-47,spread,something,distribute,OakInk2,OakInk2,full,spread something on the bread with the spoon.,
task:scene_01__A003/seq__ab9750a9667f80a27e93__2023-04-15-10-43-33,task-instruction,complex_task,Assemble into a sandwich.,,,,scene_01__A003/seq__ab9750a9667f80a27e93__2023-04-15-10-43-33,assemble,sandwich,merge,OakInk2,OakInk2,full,assemble into a sandwich.,
task:scene_01__A003/seq__b9bb2ec70e3ea2a4b073__2023-04-18-10-15-50,task-instruction,complex_task,Heat with the microwave oven and pour the heated content into the plate.,,,,scene_01__A003/seq__b9bb2ec70e3ea2a4b073__2023-04-18-10-15-50,heat,plate,manipulate,OakInk2,OakInk2,full,heat with the microwave oven and pour the heated content into the plate.,
task:scene_01__A003/seq__c43758330dcc6637f14c__2023-04-16-10-49-51,task-instruction,complex_task,Pour something into the bowl and scrape the mixture out of the bowl.,,,,scene_01__A003/seq__c43758330dcc6637f14c__2023-04-16-10-49-51,pour,something,merge,OakInk2,OakInk2,full,pour something into the bowl and scrape the mixture out of the bowl.,
task:scene_01__A003/seq__ce2f09a1ccbe225a69aa__2023-04-23-19-08-48,task-instruction,complex_task,Prepare a cup of apple green tea.,,,,scene_01__A003/seq__ce2f09a1ccbe225a69aa__2023-04-23-19-08-48,prepare,cup,manipulate,OakInk2,OakInk2,full,prepare a cup of apple green tea.,
task:scene_01__A003/seq__d5cfcf3a1d88ba7b6c48__2023-04-16-11-10-55,task-instruction,complex_task,Grip sugar cubes into the bowl and stir in the bowl to mix up.,,,,scene_01__A003/seq__d5cfcf3a1d88ba7b6c48__2023-04-16-11-10-55,grip,cubes,retrieve,OakInk2,OakInk2,full,grip sugar cubes into the bowl and stir in the bowl to mix up.,
task:scene_01__A003/seq__fc1e5d0a0139e1b55421__2023-04-16-10-03-34,task-instruction,complex_task,Scoop something into the bowl and pour water from the teapot to dissolve it.,,,,scene_01__A003/seq__fc1e5d0a0139e1b55421__2023-04-16-10-03-34,scoop,something,retrieve,OakInk2,OakInk2,full,scoop something into the bowl and pour water from the teapot to dissolve it.,
task:scene_01__A003/seq__fe346e4fc4e0cab776de__2023-04-15-09-37-24,task-instruction,complex_task,Screw the bottle.,,,,scene_01__A003/seq__fe346e4fc4e0cab776de__2023-04-15-09-37-24,screw,bottle,merge,OakInk2,OakInk2,full,screw the bottle.,
task:scene_01__A007/seq__26fd908ae5324a664d27__2023-04-21-10-57-35,task-instruction,complex_task,Cut the pear.,,,,scene_01__A007/seq__26fd908ae5324a664d27__2023-04-21-10-57-35,cut,pear,split,OakInk2,OakInk2,full,cut the pear.,
task:scene_01__A007/seq__292a99fe43cd5ec6f639__2023-04-21-10-50-59,task-instruction,complex_task,Weigh the plate with scale.,,,,scene_01__A007/seq__292a99fe43cd5ec6f639__2023-04-21-10-50-59,weigh,plate,manipulate,OakInk2,OakInk2,full,weigh the plate with scale.,
task:scene_01__A007/seq__2979cde795c345f5b70b__2023-04-21-10-35-54,task-instruction,complex_task,Stir in the cup.,,,,scene_01__A007/seq__2979cde795c345f5b70b__2023-04-21-10-35-54,stir,cup,merge,OakInk2,OakInk2,full,stir in the cup.,
task:scene_01__A007/seq__4602f51364aa3751d953__2023-04-21-10-56-14,task-instruction,complex_task,Cut the apple.,,,,scene_01__A007/seq__4602f51364aa3751d953__2023-04-21-10-56-14,cut,apple,split,OakInk2,OakInk2,full,cut the apple.,
task:scene_01__A007/seq__c11fb8b902b97ca04857__2023-04-21-10-24-26,task-instruction,complex_task,Cap the bottle.,,,,scene_01__A007/seq__c11fb8b902b97ca04857__2023-04-21-10-24-26,cap,bottle,access,OakInk2,OakInk2,full,cap the bottle.,
task:scene_01__A007/seq__c3f6f36802e1ea88936f__2023-04-21-10-22-24,task-instruction,complex_task,Uncap the teapot.,,,,scene_01__A007/seq__c3f6f36802e1ea88936f__2023-04-21-10-22-24,uncap,teapot,access,OakInk2,OakInk2,full,uncap the teapot.,
task:scene_01__A008/seq__450509366eaacff14b71__2023-05-09-19-09-07,task-instruction,complex_task,Spread the jam on the bread.,,,,scene_01__A008/seq__450509366eaacff14b71__2023-05-09-19-09-07,spread,jam,distribute,OakInk2,OakInk2,full,spread the jam on the bread.,
task:scene_01__A008/seq__5a0652d1d9856f7991ec__2023-04-23-11-35-38,task-instruction,complex_task,Uncap the teapot.,,,,scene_01__A008/seq__5a0652d1d9856f7991ec__2023-04-23-11-35-38,uncap,teapot,access,OakInk2,OakInk2,full,uncap the teapot.,
task:scene_01__A008/seq__fe8dc9acd340b2f91423__2023-05-09-18-34-20,task-instruction,complex_task,Scoop something from the bottle into the bowl.,,,,scene_01__A008/seq__fe8dc9acd340b2f91423__2023-05-09-18-34-20,scoop,something,retrieve,OakInk2,OakInk2,full,scoop something from the bottle into the bowl.,
task:scene_01__O001/seq__7e589d5e8fbbdc9d5954__2023-04-13-19-28-55,task-instruction,complex_task,Stir in the mug.,,,,scene_01__O001/seq__7e589d5e8fbbdc9d5954__2023-04-13-19-28-55,stir,mug,merge,OakInk2,OakInk2,full,stir in the mug.,
task:scene_02__A001/seq__1c29fc5cfe3b18c6b6ea__2023-04-22-16-25-53,task-instruction,complex_task,Tidy up the desktop after paper-cutting.,,,,scene_02__A001/seq__1c29fc5cfe3b18c6b6ea__2023-04-22-16-25-53,tidy,cutting,manipulate,OakInk2,OakInk2,full,tidy up the desktop after paper-cutting.,
task:scene_02__A001/seq__ac736a20fe59cf0a1df3__2023-04-15-19-49-11,task-instruction,complex_task,Illuminate the desktop.,,,,scene_02__A001/seq__ac736a20fe59cf0a1df3__2023-04-15-19-49-11,illuminate,desktop,manipulate,OakInk2,OakInk2,full,illuminate the desktop.,
task:scene_02__A001/seq__c5e7e1c63f986d3907a2__2023-04-18-14-46-59,task-instruction,complex_task,Turn off the lamp and close laptop.,,,,scene_02__A001/seq__c5e7e1c63f986d3907a2__2023-04-18-14-46-59,turn,laptop,access,OakInk2,OakInk2,full,turn off the lamp and close laptop.,
task:scene_02__A002/seq__4635d47c6f3886b08da2__2023-04-17-14-51-43,task-instruction,complex_task,Close laptop.,,,,scene_02__A002/seq__4635d47c6f3886b08da2__2023-04-17-14-51-43,close,laptop,access,OakInk2,OakInk2,full,close laptop.,
task:scene_02__A002/seq__592b80dc7af63ce7ae6e__2023-04-17-14-59-25,task-instruction,complex_task,Put something into box.,,,,scene_02__A002/seq__592b80dc7af63ce7ae6e__2023-04-17-14-59-25,put,something,leave,OakInk2,OakInk2,full,put something into box.,
task:scene_02__A002/seq__908a1edaf860b6977ee0__2023-04-17-15-03-51,task-instruction,complex_task,Take out of drawer.,,,,scene_02__A002/seq__908a1edaf860b6977ee0__2023-04-17-15-03-51,take,drawer,retrieve,OakInk2,OakInk2,full,take out of drawer.,
task:scene_02__A004/seq__486fccbc8bd722e4d8df__2023-05-07-18-53-42,task-instruction,complex_task,Ready the desktop for drawing.,,,,scene_02__A004/seq__486fccbc8bd722e4d8df__2023-05-07-18-53-42,ready,desktop,manipulate,OakInk2,OakInk2,full,ready the desktop for drawing.,
task:scene_02__A004/seq__59a87748f870590410f1__2023-05-07-19-50-16,task-instruction,complex_task,Design and cut out flower shape on the paper.,,,,scene_02__A004/seq__59a87748f870590410f1__2023-05-07-19-50-16,design,paper,manipulate,OakInk2,OakInk2,full,design and cut out flower shape on the paper.,
task:scene_02__A004/seq__7cd8f3605936de64aad1__2023-05-05-20-29-44,task-instruction,complex_task,Plug in power plug and turn on the lamp.,,,,scene_02__A004/seq__7cd8f3605936de64aad1__2023-05-05-20-29-44,plug,lamp,access,OakInk2,OakInk2,full,plug in power plug and turn on the lamp.,
task:scene_02__A004/seq__d68290a50c82ed38e879__2023-04-26-20-42-56,task-instruction,complex_task,Put into drawer.,,,,scene_02__A004/seq__d68290a50c82ed38e879__2023-04-26-20-42-56,put,drawer,leave,OakInk2,OakInk2,full,put into drawer.,
task:scene_02__A005/seq__0366f467a3e260d6c840__2023-04-20-09-55-54,task-instruction,complex_task,Put something into box.,,,,scene_02__A005/seq__0366f467a3e260d6c840__2023-04-20-09-55-54,put,something,leave,OakInk2,OakInk2,full,put something into box.,
task:scene_02__A005/seq__17cdfcea686b6cb92e65__2023-04-20-09-40-36,task-instruction,complex_task,Insert usb.,,,,scene_02__A005/seq__17cdfcea686b6cb92e65__2023-04-20-09-40-36,insert,usb,leave,OakInk2,OakInk2,full,insert usb.,
task:scene_02__A005/seq__1bf8be52b72e59d716e9__2023-04-25-20-42-33,task-instruction,complex_task,"Take the usb out of drawer, insert usb, and open laptop.",,,,scene_02__A005/seq__1bf8be52b72e59d716e9__2023-04-25-20-42-33,take,usb,retrieve,OakInk2,OakInk2,full,"take the usb out of drawer, insert usb, and open laptop.",
task:scene_02__A005/seq__6577d8c6667be24747cd__2023-04-20-09-47-27,task-instruction,complex_task,Close laptop.,,,,scene_02__A005/seq__6577d8c6667be24747cd__2023-04-20-09-47-27,close,laptop,access,OakInk2,OakInk2,full,close laptop.,
task:scene_02__A005/seq__71d96cbe8a5917db300a__2023-04-20-09-43-29,task-instruction,complex_task,Insert usb.,,,,scene_02__A005/seq__71d96cbe8a5917db300a__2023-04-20-09-43-29,insert,usb,leave,OakInk2,OakInk2,full,insert usb.,
task:scene_02__A005/seq__a5e8acc91b23e487f576__2023-04-20-10-29-01,task-instruction,complex_task,Brush whiteboard.,,,,scene_02__A005/seq__a5e8acc91b23e487f576__2023-04-20-10-29-01,brush,whiteboard,distribute,OakInk2,OakInk2,full,brush whiteboard.,
task:scene_02__A005/seq__f863fd7448b640950a46__2023-04-20-09-33-42,task-instruction,complex_task,Press the button on the lamp.,,,,scene_02__A005/seq__f863fd7448b640950a46__2023-04-20-09-33-42,press,button,access,OakInk2,OakInk2,full,press the button on the lamp.,
task:scene_02__A007/seq__0fb0e2562f38ca2f4f05__2023-04-20-14-18-49,task-instruction,complex_task,Write on whiteboard.,,,,scene_02__A007/seq__0fb0e2562f38ca2f4f05__2023-04-20-14-18-49,write,whiteboard,manipulate,OakInk2,OakInk2,full,write on whiteboard.,
task:scene_02__A007/seq__79e821de8b915a202231__2023-04-19-09-48-20,task-instruction,complex_task,Take something out of box.,,,,scene_02__A007/seq__79e821de8b915a202231__2023-04-19-09-48-20,take,something,retrieve,OakInk2,OakInk2,full,take something out of box.,
task:scene_02__A007/seq__8c243ec220de4e47e630__2023-04-19-09-45-19,task-instruction,complex_task,Sharpen pencil.,,,,scene_02__A007/seq__8c243ec220de4e47e630__2023-04-19-09-45-19,sharpen,pencil,manipulate,OakInk2,OakInk2,full,sharpen pencil.,
task:scene_02__A007/seq__8eb839a0c43c1f7c2ce9__2023-04-20-14-23-33,task-instruction,complex_task,Staple paper.,,,,scene_02__A007/seq__8eb839a0c43c1f7c2ce9__2023-04-20-14-23-33,staple,paper,manipulate,OakInk2,OakInk2,full,staple paper.,
task:scene_02__A007/seq__9bb1738583a36e74130e__2023-05-15-19-05-51,task-instruction,complex_task,Shear and bind paper.,,,,scene_02__A007/seq__9bb1738583a36e74130e__2023-05-15-19-05-51,shear,paper,manipulate,OakInk2,OakInk2,full,shear and bind paper.,
task:scene_02__A007/seq__af2591a14bda4e44e211__2023-04-19-09-37-19,task-instruction,complex_task,Insert usb.,,,,scene_02__A007/seq__af2591a14bda4e44e211__2023-04-19-09-37-19,insert,usb,leave,OakInk2,OakInk2,full,insert usb.,
task:scene_02__A007/seq__d7c9c503271d9e056101__2023-04-20-14-22-41,task-instruction,complex_task,Staple paper.,,,,scene_02__A007/seq__d7c9c503271d9e056101__2023-04-20-14-22-41,staple,paper,manipulate,OakInk2,OakInk2,full,staple paper.,
task:scene_02__A008/seq__13834358e28bb0caa81b__2023-04-23-09-31-07,task-instruction,complex_task,Press the button on the lamp.,,,,scene_02__A008/seq__13834358e28bb0caa81b__2023-04-23-09-31-07,press,button,access,OakInk2,OakInk2,full,press the button on the lamp.,
task:scene_02__A008/seq__28c4c942629d21011ba5__2023-04-23-09-39-57,task-instruction,complex_task,Remove usb.,,,,scene_02__A008/seq__28c4c942629d21011ba5__2023-04-23-09-39-57,remove,usb,manipulate,OakInk2,OakInk2,full,remove usb.,
task:scene_02__A008/seq__7b2d7bd572bd2613b581__2023-04-23-09-56-24,task-instruction,complex_task,Take something out of box.,,,,scene_02__A008/seq__7b2d7bd572bd2613b581__2023-04-23-09-56-24,take,something,retrieve,OakInk2,OakInk2,full,take something out of box.,
task:scene_02__A008/seq__afea3bee7d688ce1a062__2023-04-23-09-43-47,task-instruction,complex_task,Open laptop.,,,,scene_02__A008/seq__afea3bee7d688ce1a062__2023-04-23-09-43-47,open,laptop,access,OakInk2,OakInk2,full,open laptop.,
task:scene_02__A008/seq__c2ac40c5594b0e0bbb86__2023-04-23-10-04-45,task-instruction,complex_task,Put flower into vase.,,,,scene_02__A008/seq__c2ac40c5594b0e0bbb86__2023-04-23-10-04-45,put,flower,leave,OakInk2,OakInk2,full,put flower into vase.,
task:scene_02__A008/seq__f055850a2107160088f3__2023-04-23-10-01-25,task-instruction,complex_task,Put something into drawer.,,,,scene_02__A008/seq__f055850a2107160088f3__2023-04-23-10-01-25,put,something,leave,OakInk2,OakInk2,full,put something into drawer.,
task:scene_03__A004/seq__17ab738d0fb102d44f3a__2023-04-26-18-52-02,task-instruction,complex_task,"Pour experiment substances into the test tube, stir experiment substances in the beaker, and pour more experiment substances into the test tube.",,,,scene_03__A004/seq__17ab738d0fb102d44f3a__2023-04-26-18-52-02,pour,substances,merge,OakInk2,OakInk2,full,"pour experiment substances into the test tube, stir experiment substances in the beaker, and pour more experiment substances into the test tube.",
task:scene_03__A004/seq__1dc5157e27ae5157e3bf__2023-04-22-19-25-58,task-instruction,complex_task,"Shake the test tube, pour experiment substances into another test tube, and pour experiment substances into the beaker.",,,,scene_03__A004/seq__1dc5157e27ae5157e3bf__2023-04-22-19-25-58,shake,substances,manipulate,OakInk2,OakInk2,full,"shake the test tube, pour experiment substances into another test tube, and pour experiment substances into the beaker.",
task:scene_03__A004/seq__37c5d9dee2211548007b__2023-04-22-20-13-50,task-instruction,complex_task,Place the asbestos mesh for heating and heat the beaker.,,,,scene_03__A004/seq__37c5d9dee2211548007b__2023-04-22-20-13-50,place,mesh,leave,OakInk2,OakInk2,full,place the asbestos mesh for heating and heat the beaker.,
task:scene_03__A004/seq__6490867837c3654b8150__2023-04-22-20-28-38,task-instruction,complex_task,"Ignite the alcohol burner for heating, heat the beaker, and put off the alcohol burner after heating.",,,,scene_03__A004/seq__6490867837c3654b8150__2023-04-22-20-28-38,ignite,burner,access,OakInk2,OakInk2,full,"ignite the alcohol burner for heating, heat the beaker, and put off the alcohol burner after heating.",
task:scene_03__A004/seq__9523ffa206757aa7c07c__2023-04-26-18-34-29,task-instruction,complex_task,Prepare solution in the test tube through heating and stirring the components in the beaker.,,,,scene_03__A004/seq__9523ffa206757aa7c07c__2023-04-26-18-34-29,prepare,solution,manipulate,OakInk2,OakInk2,full,prepare solution in the test tube through heating and stirring the components in the beaker.,
task:scene_03__A004/seq__a779dab47a0fea5af26e__2023-04-22-20-16-22,task-instruction,complex_task,Ignite the alcohol burner and heat the conical flask.,,,,scene_03__A004/seq__a779dab47a0fea5af26e__2023-04-22-20-16-22,ignite,burner,access,OakInk2,OakInk2,full,ignite the alcohol burner and heat the conical flask.,
task:scene_03__A004/seq__b0b131f2fc3d47f22ee3__2023-04-26-19-37-03,task-instruction,complex_task,"Heat liquid in conical flask, stir while heating and transfer the heated liquid into the beaker.",,,,scene_03__A004/seq__b0b131f2fc3d47f22ee3__2023-04-26-19-37-03,heat,liquid,manipulate,OakInk2,OakInk2,full,"heat liquid in conical flask, stir while heating and transfer the heated liquid into the beaker.",
task:scene_03__A004/seq__b7853a8caac0b26347c1__2023-04-26-19-19-49,task-instruction,complex_task,Transfer and heat liquid in the beaker.,,,,scene_03__A004/seq__b7853a8caac0b26347c1__2023-04-26-19-19-49,transfer,beaker,merge,OakInk2,OakInk2,full,transfer and heat liquid in the beaker.,
task:scene_03__A004/seq__d8f7706647ace123df37__2023-04-22-20-19-15,task-instruction,complex_task,Ignite the alcohol burner and heat the test tube.,,,,scene_03__A004/seq__d8f7706647ace123df37__2023-04-22-20-19-15,ignite,burner,access,OakInk2,OakInk2,full,ignite the alcohol burner and heat the test tube.,
task:scene_03__A004/seq__f25e354e1a4d821c6388__2023-04-22-19-56-14,task-instruction,complex_task,Heat the beaker and stir experiment substances while heating.,,,,scene_03__A004/seq__f25e354e1a4d821c6388__2023-04-22-19-56-14,heat,beaker,manipulate,OakInk2,OakInk2,full,heat the beaker and stir experiment substances while heating.,
